56	70	74	0.5
54	70	75	0.5
53	68	75	1.0
53	68	74	0.5
51	66	75	0.5
51	66	73	0.5
63	68	71	0.5
63	66	71	0.5
62	65	71	0.5
62	65	70	0.25
62	65	68	0.25
61	65	70	0.5
61	63	71	0.25
61	65	73	0.25
60	66	75	0.5
60	68	77	0.25
60	70	78	0.25
59	68	77	0.75
59	66	75	0.125
59	68	75	0.125
58	70	74	0.5
46	68	74	0.5
51	66	75	0.5
51	65	73	0.5
51	63	71	0.5
54	63	70	0.5
53	62	68	0.5
51	63	66	0.5
50	65	65	0.5
51	63	66	0.5
53	62	68	0.5
53	60	68	0.5
46	62	68	0.5
46	62	66	0.25
46	62	65	0.25
51	63	66	0.5
51	65	68	0.5
51	66	70	0.5
49	66	70	0.5
47	68	71	0.5
47	66	73	0.25
47	66	75	0.25
47	65	68	0.5
47	61	68	0.5
46	66	68	0.5
46	66	70	0.5
44	66	71	0.5
46	66	73	0.5
47	65	75	0.5
49	65	77	0.5
51	65	78	0.5
53	65	80	0.5
54	63	82	0.5
56	63	83	0.5
58	61	83	0.5
56	65	73	0.5
58	66	78	0.5
59	68	78	0.5
61	70	78	0.5
61	71	78	0.5
49	73	77	0.5
49	71	77	0.5
42	70	77	0.5
42	68	77	0.5
54	66	75	0.5
54	65	73	0.5
54	63	72	0.5
53	65	74	0.5
51	66	75	0.5
49	70	77	0.5
48	75	78	0.5
46	73	78	0.5
45	72	77	0.5
41	72	75	0.5
46	72	73	0.5
48	72	75	0.5
49	70	77	0.5
51	70	78	0.5
53	70	73	0.5
51	70	73	0.5
53	69	72	0.5
41	69	72	0.5
46	58	70	0.5
45	58	70	0.5
46	65	70	0.5
48	65	70	0.5
49	65	70	0.5
48	66	70	0.5
49	65	77	0.5
51	63	77	0.5
53	61	77	0.5
51	63	78	0.5
49	65	77	0.5
51	65	75	0.25
53	65	75	0.25
54	58	73	0.25
53	58	73	0.25
54	58	75	0.5
45	58	77	0.5
45	63	77	0.5
