46	63	70	0.5
46	61	70	0.5
48	60	70	0.5
48	60	75	0.5
49	58	75	0.5
46	58	73	0.5
53	58	72	0.5
51	68	72	0.5
50	68	70	0.5
51	66	70	0.5
51	65	70	0.5
50	65	80	0.5
51	63	80	0.5
60	63	78	0.5
57	63	77	0.5
58	61	77	0.5
54	70	77	0.25
54	70	75	0.25
53	69	77	0.25
53	69	78	0.25
54	70	75	0.75
54	70	77	0.25
53	69	77	1.0
53	70	82	1.0
54	75	82	0.5
54	75	83	0.5
59	75	82	0.5
59	77	80	0.5
59	75	79	0.5
61	75	80	0.5
59	75	82	0.5
58	73	82	0.5
56	72	75	0.5
55	72	75	0.5
56	72	80	0.5
58	73	80	0.5
60	75	80	0.5
60	75	78	0.5
61	68	77	0.5
59	68	77	0.5
58	73	77	0.5
56	73	77	0.5
55	73	75	0.5
51	73	75	0.5
56	72	75	0.5
58	72	75	0.5
56	72	80	0.5
54	72	80	0.5
53	68	80	0.5
54	68	82	0.5
53	73	80	0.5
51	73	78	0.5
49	73	77	0.5
59	75	78	0.5
58	73	80	0.5
56	71	80	0.5
54	70	73	0.5
56	71	73	0.5
54	73	78	0.5
52	73	78	0.5
51	66	78	0.5
49	66	76	0.5
47	71	75	0.5
44	71	80	0.5
46	71	73	0.5
42	70	78	0.5
49	68	78	0.5
37	68	77	0.5
42	66	78	0.5
44	65	78	0.5
46	66	73	0.5
44	68	73	0.5
42	70	73	0.5
54	68	71	0.5
53	70	73	0.5
51	72	75	0.5
49	73	77	0.5
49	71	75	0.5
54	71	73	1.0
54	70	73	0.5
54	71	80	0.5
54	70	80	0.5
53	68	73	0.5
53	71	73	0.5
54	70	73	0.5
53	70	75	0.5
51	70	77	0.5
50	70	77	0.5
51	70	78	0.5
51	72	78	0.5
46	73	78	0.5
48	75	78	0.5
49	68	78	0.5
49	68	77	0.5
42	70	75	0.5
42	70	73	0.5
44	70	72	0.5
44	68	72	0.5
46	66	74	0.5
46	65	74	0.5
47	63	75	0.5
46	66	75	0.5
44	71	75	0.5
42	71	75	0.5
40	71	73	0.5
40	70	73	0.5
39	68	73	0.5
39	67	73	0.5
44	68	71	0.5
46	68	73	0.5
47	68	75	0.5
49	68	76	0.5
51	68	70	0.5
51	68	71	0.5
51	67	73	0.5
51	67	75	0.5
56	68	71	0.5
58	68	70	0.5
59	63	68	0.5
56	63	66	0.5
58	63	65	0.5
56	62	65	0.5
54	63	66	0.5
53	65	68	0.5
51	66	70	0.5
51	65	70	0.5
56	63	72	0.5
56	63	74	0.5
56	70	75	1.0
55	70	75	0.25
53	70	75	0.25
54	63	75	1.0
54	63	73	0.5
56	63	72	0.5
54	65	74	0.5
53	66	75	0.5
51	66	75	0.5
53	68	75	0.5
54	68	75	0.5
56	68	73	0.5
58	68	73	0.5
51	66	75	0.25
63	66	75	0.25
61	68	75	0.25
59	68	75	0.25
58	70	74	0.5
58	72	75	0.5
58	74	77	0.5
54	58	80	0.5
56	60	78	0.5
58	62	77	0.5
59	63	75	0.5
58	63	73	0.5
56	63	71	0.5
56	65	70	0.25
56	65	71	0.25
63	66	70	0.5
63	66	72	0.5
58	65	74	0.5
58	63	75	0.5
58	62	77	0.5
60	63	70	0.5
62	65	82	0.5
62	65	80	0.5
63	65	78	0.5
59	63	80	0.25
59	62	80	0.25
54	63	82	0.5
56	63	83	0.5
58	63	77	0.5
58	61	77	0.5
51	59	79	0.5
51	58	79	0.5
56	59	80	0.5
58	63	78	0.5
59	68	77	0.5
59	68	75	0.5
58	68	74	0.5
58	66	74	0.5
58	65	75	0.5
58	63	75	0.5
58	65	75	0.5
58	65	73	0.5
58	67	71	0.5
58	67	70	0.5
58	68	71	0.5
58	66	70	0.5
58	65	68	0.5
58	63	68	0.5
46	62	68	0.5
46	62	66	0.25
46	62	65	0.25
39	63	66	0.5
39	65	68	0.5
39	66	70	0.5
38	65	70	0.5
39	66	63	0.5
41	68	63	0.5
42	70	63	0.5
41	68	62	0.5
39	66	63	0.5
39	65	65	0.25
39	63	65	0.25
46	62	66	0.5
46	68	65	0.5
39	68	63	1.0
39	66	63	0.25
39	65	63	0.25
39	67	70	0.5
41	68	70	0.5
43	70	63	0.5
43	61	63	0.5
44	59	63	0.5
44	61	65	0.5
46	63	67	0.5
46	64	67	0.5
47	63	68	0.5
49	63	68	0.5
47	56	80	0.5
46	56	80	0.5
44	56	75	0.5
46	55	75	0.5
47	56	75	0.5
51	58	73	0.5
56	59	75	0.5
56	58	75	0.5
47	56	75	0.5
49	56	77	0.5
51	63	78	0.5
50	63	78	0.5
51	58	78	0.5
53	58	77	0.5
54	58	75	0.5
56	59	75	0.5
53	61	82	0.5
55	61	82	0.5
56	61	75	0.5
58	73	75	0.5
56	71	75	0.5
54	70	75	0.5
53	68	74	0.5
51	66	75	0.5
50	68	77	0.5
59	65	74	0.5
58	66	75	0.5
56	68	77	0.5
54	70	78	0.5
53	68	80	0.5
51	68	82	0.5
49	66	70	0.25
49	65	70	0.25
47	66	75	0.5
47	68	77	0.5
46	70	74	1.0
51	58	74	1.0
51	63	70	1.0
52	63	70	0.5
51	63	75	0.5
49	64	75	0.5
47	63	75	0.5
49	61	76	0.5
51	59	75	0.5
51	61	73	0.5
44	63	71	0.5
46	63	73	0.5
47	56	75	0.5
47	54	75	0.5
49	53	68	0.5
49	53	70	0.25
49	53	71	0.25
42	61	70	0.5
42	61	71	0.5
42	54	73	1.0
41	54	73	0.5
42	54	66	0.5
44	53	66	0.5
46	54	66	0.5
44	56	65	0.5
42	58	66	0.5
52	56	68	0.5
51	54	70	0.5
51	54	68	0.5
51	59	66	0.5
51	58	66	0.5
51	56	76	0.5
49	56	76	0.5
47	73	76	0.5
46	73	76	0.5
47	66	76	0.5
47	66	74	0.5
59	66	75	0.5
58	66	75	0.5
56	71	75	0.5
58	70	78	0.5
59	68	77	0.5
56	66	75	0.5
58	65	74	0.5
58	63	77	0.5
58	62	82	0.5
56	65	82	0.5
54	58	82	0.5
56	68	83	0.5
58	66	82	0.5
58	65	80	0.5
51	63	78	0.5
53	63	80	0.5
55	75	82	0.5
55	73	82	0.5
56	71	75	0.5
54	70	75	0.5
53	68	80	0.5
51	71	80	0.5
50	70	80	0.5
51	75	78	0.5
46	75	77	0.5
58	73	77	0.5
59	73	75	0.5
51	71	75	0.5
53	71	73	0.5
55	70	73	0.5
56	70	71	0.5
53	68	71	0.5
50	68	70	0.5
51	66	70	0.5
48	66	68	0.5
50	65	68	0.5
51	65	66	0.5
39	63	66	0.5
46	62	65	0.5
46	65	65	0.5
46	70	65	0.5
46	70	72	0.5
58	70	74	0.5
58	71	75	0.5
58	70	77	0.5
58	68	77	0.5
63	66	77	0.5
63	68	75	0.5
63	70	73	0.25
63	70	71	0.25
63	70	73	0.25
63	70	79	0.25
63	63	80	0.25
63	63	82	0.25
63	63	83	1.0
64	68	83	1.0
64	68	82	0.25
64	68	80	0.25
63	68	82	0.5
63	67	75	0.5
61	65	77	0.5
61	64	79	0.5
59	63	80	0.5
59	71	80	0.5
61	70	80	0.5
61	68	80	0.5
63	67	82	0.5
63	63	82	0.25
63	65	82	0.25
63	67	75	0.5
63	68	75	0.25
63	70	75	0.25
56	71	75	0.5
56	71	71	0.5
56	71	73	0.5
56	70	75	0.5
61	68	76	0.5
61	67	75	0.5
61	68	73	0.5
61	70	73	0.5
61	63	80	0.5
61	65	80	0.5
59	67	75	0.5
59	68	75	0.5
58	70	75	0.25
58	71	75	0.25
58	73	77	0.5
58	73	79	1.0
58	71	79	0.25
58	70	79	0.25
56	71	80	0.5
56	71	82	0.5
61	71	80	0.5
61	71	78	0.5
61	68	77	0.5
63	68	78	0.5
61	68	80	0.5
59	68	80	0.5
58	73	80	0.5
59	73	78	0.5
61	73	77	0.5
61	73	78	0.25
61	73	80	0.25
54	73	82	0.25
54	73	80	0.25
54	73	82	1.0
59	75	82	1.0
59	75	80	0.25
59	75	78	0.25
59	73	77	0.5
58	73	78	0.5
56	71	78	1.0
56	71	77	0.5
54	70	78	0.5
52	70	73	0.5
51	71	78	0.25
49	71	78	0.25
51	71	78	0.25
52	71	78	0.25
46	73	78	0.5
42	73	80	0.5
44	73	78	0.5
46	73	76	0.5
47	66	75	0.5
49	66	76	0.5
51	66	78	0.5
52	66	78	0.25
54	66	78	0.25
56	71	71	0.5
58	71	71	0.25
59	71	71	0.25
49	71	76	0.5
51	71	76	0.25
52	71	76	0.25
42	71	76	0.5
54	71	75	0.5
54	70	73	1.0
55	70	73	0.5
56	68	71	0.5
55	68	71	0.5
56	68	76	0.5
58	68	76	0.5
59	66	76	0.5
58	66	74	0.5
56	71	75	0.5
54	71	75	0.5
53	71	75	0.5
54	75	75	0.5
53	73	80	0.5
51	71	80	0.5
50	70	80	0.5
62	71	80	0.25
63	71	80	0.25
64	73	79	0.5
58	73	78	0.5
59	68	78	0.5
60	68	78	0.5
61	73	77	0.5
58	73	76	0.5
55	73	75	0.5
56	71	75	0.5
56	70	73	1.0
55	70	73	0.5
56	70	71	0.5
54	63	71	0.5
52	68	71	0.5
51	68	71	0.5
49	68	70	0.5
50	68	70	0.5
51	66	70	0.5
46	66	78	0.5
47	66	68	0.5
48	66	68	0.5
49	64	68	0.5
44	63	68	0.5
46	62	68	0.5
46	62	66	0.25
46	62	65	0.25
46	63	66	0.5
46	63	68	0.5
46	63	70	0.5
53	62	70	0.25
53	60	70	0.25
58	62	70	0.5
58	65	70	0.5
58	70	77	0.5
59	70	77	0.5
58	70	77	0.5
56	71	77	0.5
54	70	82	0.5
56	70	82	0.5
58	70	82	1.0
58	68	82	0.5
51	66	82	0.5
53	66	82	0.25
54	66	82	0.25
56	66	83	1.0
56	68	83	0.5
56	70	82	0.5
54	70	82	0.5
53	70	80	0.5
62	70	80	0.5
63	63	78	0.5
65	63	78	0.25
66	63	78	0.25
65	68	80	0.5
63	68	80	0.5
62	68	82	0.5
63	66	82	0.5
63	65	82	1.0
61	65	82	0.5
61	67	75	0.5
63	58	75	0.25
64	58	75	0.25
63	63	75	0.5
61	63	75	0.5
59	63	80	0.5
61	64	80	0.5
59	63	80	0.5
58	61	80	0.5
56	59	80	0.5
54	61	80	0.5
52	63	78	0.5
51	63	78	0.5
49	56	76	0.5
61	56	76	0.25
59	56	76	0.25
58	61	76	0.5
56	61	76	0.5
55	61	75	0.5
56	59	75	0.5
56	58	75	1.0
54	58	75	0.5
53	56	75	0.5
53	56	71	0.5
53	56	68	1.0
53	58	68	0.5
53	59	68	0.5
54	58	70	0.5
53	56	71	0.5
51	54	71	0.5
50	53	71	0.5
50	53	68	0.5
50	53	65	1.0
50	54	65	0.5
50	56	65	0.5
51	54	66	0.5
50	53	68	0.5
48	51	68	0.5
46	50	68	0.5
46	50	65	0.5
46	50	62	1.0
46	51	62	0.5
46	53	62	0.5
44	53	62	0.5
42	54	63	0.5
41	56	65	0.5
39	58	66	0.5
49	58	67	0.5
47	59	68	0.5
46	61	70	0.5
44	63	71	0.5
54	63	72	0.5
53	65	74	0.5
51	66	75	0.5
58	65	75	0.5
58	71	75	0.5
46	70	74	0.5
46	68	74	0.5
39	67	75	2.0
